grocery,food,other
70,934,1003
1023,1309,1133
2015,951,1233
1736,1033,2599
1884,1484,3077
1879,590,658
1069,1012,2089
998,651,1796
1657,440,3233
1993,1489,2758
1785,450,490
1275,491,1048
2208,553,2446
1779,163,1294
247,1189,1571
1116,1428,3450
379,932,514
1123,213,1284
440,29,2499
1174,1137,1475
2726,1011,3177
1118,195,1646
2788,492,1025
1581,1475,1763
1792,392,1560
2944,168,2134
2756,1103,2448
88,835,1246
81,251,581
713,719,2529
1109,758,2364
2491,1362,702
2656,1462,125
2436,299,648
2934,930,1012
723,310,1092
2310,1186,1347
2714,77,586
218,94,3293
2571,168,2552
1477,531,285
2392,536,3459
2539,1003,2240
430,893,188
2357,721,1450
1223,924,1878
1525,1067,1537
2491,786,1185
2680,1391,2062
527,628,913
232,1315,2288
2378,1149,1218
646,59,1254
572,230,718
1646,619,367
296,539,1090
1420,30,2732
1238,1053,651
1644,1383,1582
514,1050,3242
1801,1002,1515
1673,661,1125
1261,793,580
2103,1042,1110
642,873,2520
2767,493,1816
642,1057,3001
885,977,1960
632,1398,1494
1643,64,3145
2072,1224,127
1836,701,2220
406,1108,2745
1387,851,338
2374,319,3061
2360,46,1861
255,1092,944
1825,1085,2121
2849,1269,174
1427,837,366
1757,318,1634
1036,1329,701
2098,1313,1437
722,904,3214
2056,311,1668
2145,1174,2645
1791,401,3307
432,857,1654
1819,963,1694
1327,991,1729
139,1313,3196
2618,270,1129
2373,366,2964
501,953,2428
2519,754,1229
2763,563,2279
1908,1075,1731
2843,992,2642
1761,406,1655
234,1399,1465
2915,619,190
2256,1144,3004
2298,1101,22
1936,650,894
2806,97,1062
2510,192,3114
479,951,1113
506,844,1762
2688,1220,273
2795,1113,939
1128,1500,93
2704,1373,894
812,391,2739
2663,768,170
1237,170,2380
2560,324,896
2760,1428,717
2197,1060,632
2686,629,752
2609,1452,437
721,95,2049
277,320,3052
1357,277,1379
1276,1307,1149
2847,377,3087
2372,1296,1187
2283,1264,2855
545,1380,2066
1193,647,1872
2631,1107,954
489,40,1685
2857,992,904
1054,1431,492
1629,1441,1848
523,790,558
1834,48,255
2860,286,923
1645,1438,159
2054,987,677
2543,443,374
2086,261,3438
2584,115,981
1469,458,3022
542,710,2862
2973,1115,805
2678,942,1418
878,452,2262
203,1378,1809
1852,1176,1107
2818,712,3176
2879,542,235
303,581,256
1046,401,1314
2560,27,1237
758,1347,2987
2516,229,1119
1673,353,3069
381,201,1337
51,524,3372
792,829,3329
219,672,2325
532,1382,1366
1750,1151,410
1421,512,728
1550,324,1533
607,50,2296
1587,1029,3192
2942,1337,2039
920,372,3452
1789,896,2241
2112,948,412
164,540,1056
504,9,3047
2310,78,999
1103,485,2265
2612,296,1436
2243,1118,2792
890,774,1293
1685,1099,1154
287,420,2571
2323,345,370
1517,180,2410
742,1073,1644
2414,1093,455
148,549,2223
2466,417,1060
2741,1258,238
2175,448,395
115,876,2980
134,1478,2716
1795,19,2354
1425,1115,1934
2842,385,982
2753,1256,1197
1745,10,1343
290,60,3226
1305,1464,179
1452,281,3390
2484,779,3107
814,6,1695
1600,1389,3
2544,705,1002
2301,1171,2525
1429,1363,190
371,371,2017
1421,1030,1824
2139,482,3028
2594,612,1531
534,530,1346
2929,275,966
2793,192,3312
2848,377,2364
2600,218,2588
2921,1457,2902
2560,682,552
636,1179,1971
2566,1499,2385
163,57,426
96,1466,2975
1983,607,1372
2505,1000,2997
330,222,1589
240,1127,1150
2261,1060,3179
199,1101,15
1548,794,3150
924,576,1823
1813,939,2809
1718,385,1001
1684,1307,3030
2029,989,36
911,1491,3132
1475,1278,2353
1602,1307,1523
960,1284,480
1613,371,213
1003,1081,2531
705,300,650
368,18,260
931,1449,143
830,622,2624
1090,38,812
1265,1379,1287
1208,974,1311
2351,595,2621
141,516,2563
2121,1013,825
1581,1047,466
334,1041,1516
2392,1308,303
800,728,3250
1216,72,607
2586,297,2092
150,269,2280
697,1075,1146
1875,1387,2991
2937,676,1282
485,171,2810
1364,1332,836
246,169,3358
172,913,2899
2352,1448,3259
1448,590,2580
921,1343,985
2612,1078,199
184,365,459
1720,1016,3332
1419,880,2419
971,1479,2080
21,1150,3385
1044,586,3109
310,1378,1837
2718,133,2282
553,1251,259
1778,1168,1810
186,754,982
2646,11,2333
2366,227,1851
1711,694,47
1229,684,2328
73,878,1482
539,990,1987
1943,1068,3241
703,398,2818
30,1216,2763
1724,1239,2099
1980,1459,1188
1666,66,1217
1718,498,1027
1098,1036,3012
2804,439,885
2583,600,773
1701,409,2680
2666,1170,1107
240,1438,2728
194,1074,3427
905,110,769
2529,1237,2890
99,1409,1011
2546,505,417
60,794,371
2799,505,1085
1330,663,2038
1387,1331,2494
1210,488,1262
2475,370,2326
2698,825,859
2199,1390,1107
1896,1476,2953
562,446,2030
582,107,889
2325,896,2832
598,943,2604
1312,1179,2401
2686,798,33
1638,146,1960
603,1090,2027
2974,317,1986
1614,406,236
2312,1257,446
539,1465,2418
2098,799,450
134,420,1698
565,161,523
1600,326,896
1786,196,1404
1541,758,1644
78,232,1437
841,1266,408
2110,20,2363
1644,1498,322
1868,1448,1504
1084,793,992
2700,1308,1698
553,203,3300
73,204,625
651,1240,666
1940,592,895
1618,1087,1918
2494,530,2982
701,740,1079
2495,12,41
1633,665,119
222,771,2048
232,162,3067
2146,1152,1008
176,448,400
2399,1423,3093
621,1492,641
2582,1219,797
1534,906,2415
190,1171,3104
2174,1104,3249
1989,439,1936
1267,1070,363
1518,1362,1370
893,742,1507
1097,1319,813
1802,569,417
475,721,1768
880,1423,3345
89,1277,821
20,299,1796
999,954,2440
2730,1428,3386
1630,347,431
878,1221,1248
1270,380,1228
502,1365,817
1604,1021,2099
1700,1415,2434
113,1043,2331
2283,1081,956
1187,832,855
716,578,1055
933,939,1947
2359,455,169
586,565,1252
1044,877,2009
101,204,116
1227,909,2857
2566,768,3471
251,1339,2182
2491,104,2355
824,699,1151
2210,1287,2109
2345,1365,3112
1089,162,604
332,639,3375
2461,679,3491
40,6,2809
327,457,2049
1938,455,3017
1373,248,396
2708,1121,3280
2747,649,706
2558,631,1926
187,1218,1648
1265,517,1428
2107,995,1969
1239,857,2396
2912,1489,355
1097,1320,828
1686,1115,2138
2877,190,3010
1360,1299,708
2869,175,1395
1835,360,340
1616,686,1428
623,452,2792
1911,1031,3077
1205,1272,3232
2736,1089,1466
2287,252,3085
1097,1401,631
2269,1422,849
2301,3,1366
362,397,2038
877,405,3327
489,854,686
372,700,1474
212,414,2463
2493,1194,2182
2377,581,744
1722,430,1278
2209,122,296
2060,306,2333
335,872,6
2631,114,2906
1967,736,2260
1058,961,3004
803,917,3397
313,1098,1180
2769,189,2393
477,261,1076
2085,879,931
2240,186,2810
272,103,65
2666,93,2417
1378,831,1308
2433,379,1281
2493,6,3101
1782,1108,2785
2223,455,3352
269,124,500
1601,56,114
1325,1483,1145
496,1429,1042
2889,114,3125
2983,998,3407
2148,213,3387
2315,211,1039
1915,436,1344
2912,963,952
2787,641,2703
409,357,744
1581,547,1515
2925,559,846
1006,389,1126
221,1323,3479
256,479,2595
613,1172,2214
2273,495,249
2702,14,1065
85,1238,2914
1946,975,1239
2264,1289,3458
2394,420,3011
1311,351,2326
2799,225,711
434,608,700
1670,681,3333
853,819,1936
414,19,1000
2420,412,1164
2225,550,2634
1831,1212,2836
2289,1208,208
114,172,2268
1594,613,3089
107,1362,2204
2105,683,2920
925,465,358
2825,648,213
1362,866,2683
450,398,121
1821,718,300
259,389,495
2803,1165,1668
1929,259,902
2637,723,647
2835,562,3394
2496,119,2524
2956,152,2057
1627,1391,3448
2147,883,308
1915,1360,1037
2545,635,2042
1193,887,583
1374,110,2794
573,759,2452
447,291,3187
2608,459,1484
2750,809,2142
1727,70,1057
1945,772,1010
2720,356,2831
605,1285,1433
904,1469,541
2353,807,2173
2807,1275,3049
1513,30,557
1786,70,3072
539,799,3264
2368,1482,1856
1651,169,3040
2122,1329,3346
919,931,2874
2303,280,2053
1288,520,1021
1789,271,2662
439,133,1461
2044,804,1264
2666,953,1446
2231,1226,3152
2996,183,1523
1844,560,2433
1056,1108,3329
659,1154,3143
2934,969,1904
1182,1388,1644
2950,244,2757
1688,358,749
362,1213,1988
1732,968,2276
2503,1422,2508
380,661,1701
2087,55,115
748,396,2212
1618,503,606
976,311,1390
28,936,322
611,790,1918
1764,64,666
140,215,28
263,162,1143
2234,579,1342
709,1083,2231
2056,141,499
77,810,2105
804,707,3352
1494,771,2220
2080,128,3275
2448,734,1813
229,15,1525
2642,23,3016
384,239,3083
2173,910,2994
1701,1295,3356
486,1351,1767
466,982,3330
1072,1082,1197
195,536,3265
1872,1500,687
1025,401,3205
2267,88,2761
2026,1441,2402
155,865,164
743,1465,2105
1027,540,2133
2460,1489,280
847,40,1988
1844,1404,514
2176,1287,579
791,526,1200
725,472,2063
814,454,1155
2324,471,2996
2649,404,2952
2460,850,1290
811,1040,197
60,1050,2353
1489,605,800
801,956,3314
2785,1441,1430
2481,652,3121
2846,1263,1185
565,613,2366
1987,1488,196
572,269,1934
1811,1491,875
1100,670,1733
2784,1109,1142
508,449,208
211,1309,1271
113,139,1196
770,168,183
1800,1142,2336
2862,743,588
329,25,3236
305,966,3198
2273,1131,255
2401,1398,3426
2327,882,3463
2803,830,1097
247,1486,2370
165,1486,1329
1463,1111,3012
240,578,73
2462,525,2977
484,647,274
961,1416,692
1042,454,2571
937,1348,1759
1830,445,1261
121,21,1256
2919,1093,1944
919,1399,767
864,1342,152
1417,1500,1067
2673,216,2479
2648,470,2137
1945,174,1765
1055,186,887
1128,1371,2249
1532,1141,3327
603,29,1763
2965,484,620
1652,995,98
1270,188,2834
2635,26,396
1989,477,1520
1479,1221,804
1911,470,2002
2163,524,2243
420,59,2156
2883,686,596
407,909,1941
2440,66,330
1901,57,3434
38,429,2858
1378,202,3112
254,178,1660
1854,824,2358
1846,838,2887
1437,1282,3146
2484,492,1450
1360,1157,2457
2187,1475,25
2580,88,1156
2143,507,580
270,267,1507
1716,222,2952
1574,593,2323
2831,422,1163
669,342,38
542,1014,2909
2966,994,2527
2921,1396,2097
820,458,1801
2887,534,2598
2257,1244,1378
1476,1009,1743
841,715,2449
1901,1396,330
679,238,2733
2441,780,2898
1897,560,509
1366,644,3142
1493,1321,2985
1411,279,3061
1949,1208,1029
939,400,2319
1815,213,1781
2708,298,3367
1713,1016,2255
1418,528,3351
2692,817,1610
2314,1401,2671
535,58,292
2662,112,1848
876,752,1668
2680,797,208
162,882,630
305,1212,1358
1345,1181,223
806,1300,599
2771,206,1535
803,524,2101
1566,642,1204
1462,212,266
924,265,2273
1287,92,866
931,752,2847
2230,961,1155
1876,993,2380
2324,1243,646
80,306,2322
2547,1321,2115
2094,1122,702
2971,341,1679
1382,1098,2127
305,1163,116
2705,934,1002
306,565,366
2846,708,552
2740,1011,2860
1009,117,3355
1670,1047,3164
2804,158,1035
1747,1099,1195
1299,761,927
2370,870,1057
1427,1486,1371
582,450,315
1482,908,1552
2035,509,2524
175,464,402
692,1379,1387
2158,1069,1474
1946,335,2595
243,1273,2493
1547,1071,1673
708,1299,2249
974,418,3027
613,436,991
2340,144,330
777,1453,370
706,1302,840
490,765,927
2889,475,2209
416,329,503
722,427,3244
927,57,1319
1898,1143,2802
2792,1471,1121
651,393,2544
2839,830,1810
2053,382,366
1302,152,234
2341,113,990
780,961,2083
303,762,1236
2411,660,3274
1572,201,2016
558,73,758
1797,1461,336
699,670,146
2390,738,2827
1232,338,1972
2505,1106,1202
1687,151,2807
1034,197,1235
221,1078,2209
1283,175,1223
426,1204,1010
2321,540,2673
2853,146,2037
1757,215,3338
606,760,1595
223,934,93
523,1047,2143
2166,1247,2019
1084,214,2353
1735,828,1129
2620,143,894
2401,28,48
245,1047,2321
2204,1015,1248
2899,954,1881
1383,767,3433
968,146,2190
2830,858,1254
1668,625,3125
2707,1337,2049
2550,368,1661
221,1260,2617
2685,925,2063
2595,151,689
689,925,1819
4,562,3181
26,1295,517
1016,433,2159
1675,1292,2536
512,1442,498
2662,285,1989
2528,851,2035
561,434,1583
2261,41,2739
2616,1174,1881
1819,675,380
1040,497,356
2180,618,2337
160,924,1033
1494,279,1461
640,701,2276
1323,422,1770
2568,1139,2364
2761,1271,3207
1584,861,1312
2208,904,448
2367,275,533
1389,1108,1203
2822,609,2744
2089,618,1237
1582,1090,3420
1826,1207,1618
1316,1003,2411
1419,931,3037
2788,1133,2283
933,701,3276
500,1097,2963
2440,1180,1635
1627,973,274
1861,597,2346
361,1058,3072
2522,1268,1203
3,393,2917
1827,53,3064
1728,1500,506
2197,327,2352
819,326,539
1445,337,201
2230,1352,3167
2030,966,2422
1246,1111,3270
157,933,3354
65,946,3227
2192,831,1458
2680,1336,3289
1945,1269,2873
1784,795,1288
728,514,3165
2423,1351,1502
1176,842,79
2303,944,1905
2717,1092,2180
1625,82,2343
1278,351,948
2071,505,3157
1995,1009,1369
2830,540,3455
2471,240,0
1109,685,2782
1799,476,1031
1490,9,1482
124,1284,678
262,448,1216
910,215,3096
642,182,525
1625,568,1854
508,1024,3308
576,1234,2731
353,473,3193
1072,454,1682
2176,1131,2361
1924,949,3479
1936,1170,3075
2350,81,2903
2746,170,539
1521,1475,79
2655,510,2939
1123,168,3074
1074,829,1802
2791,558,2073
1904,1165,90
1767,963,1099
1955,497,259
2256,1244,1771
1819,992,1325
1856,771,1129
2410,161,3486
2247,743,555
401,824,3022
640,559,1083
1281,684,1219
563,625,2029
576,1280,1850
2900,1240,1483
2991,1401,1791
895,900,2915
1119,990,3201
2443,790,2975
1976,32,3257
358,240,1922
1513,1445,1067
1984,57,521
215,870,1330
1742,808,3153
1481,824,3169
2944,1049,1582
1902,314,842
2855,885,1190
1559,506,764
2222,672,2101
2583,1232,1896
2859,1420,3316
2635,363,396
1516,230,2428
2507,946,3308
2306,991,3071
2091,1238,2305
160,1126,1102
1741,1296,2311
1278,951,3292
2061,58,1272
1393,1232,2318
433,417,1097
2759,874,2731
2481,582,2714
1619,688,188
524,13,3473
89,337,629
1008,756,2272
2594,620,1014
295,74,688
195,545,2679
2584,1007,1083
1544,113,3436
1504,975,694
2202,1113,2947
610,491,2937
999,1057,904
1295,898,121
1605,423,160
401,605,1799
1402,1258,2400
2334,652,1632
1280,1011,808
89,1494,1441
1875,514,2894
228,1352,1941
38,1474,111
2464,356,2500
548,742,994
2472,1122,2531
1324,21,605
883,934,3329
2831,1330,3021
1802,1064,1630
1359,998,437
2838,37,662
2259,1011,2749
2449,1102,2340
1749,1453,782
2439,59,1515
2951,1156,355
651,364,2629
2404,847,1004
1532,1113,1956
1415,1171,2931
2956,608,1265
1701,210,684
2285,1194,2673
1797,1349,2431
1045,722,1926
1279,431,1610
772,1024,2018
1501,605,179
1253,1006,2248
1413,1111,2305
2153,1062,329
404,106,3167
2512,614,1706
2034,433,1885
845,556,655
946,87,553
981,35,1800
1296,1298,2321
743,99,1229
2090,1082,2291
1015,237,664
745,1402,27
1521,1423,2021
621,291,2122
303,616,557
965,953,420
1369,573,2951
131,362,32
1008,666,2268
1430,117,321
1581,128,407
2222,69,1232
1048,930,1976
2248,41,1268
1827,917,2973
1287,800,2567
2965,47,2984
122,829,1699
2454,1353,1719
2065,341,1847
2417,1291,3165
2261,46,3327
1340,1199,2188
2607,261,3214
373,1091,2026
1606,1362,3026
1012,1092,3000
340,1214,2343
2284,1111,193
122,62,2358
69,810,22
649,344,2933
2145,32,1874
817,205,849
2452,1075,1423
759,103,2527
2453,962,2763
2235,376,1678
2666,809,2491
1256,1068,2646
1890,977,2596
753,349,2430
2121,637,1219
460,546,2998
1850,406,3444
2753,531,1869
1281,437,212
604,818,2667
494,1482,2033
2152,940,3119
1232,1303,399
214,853,2239
2759,649,554
2080,351,2878
2251,437,1369
858,1485,2069
1504,942,3472
948,1328,1006
334,631,1378
362,320,61
2567,671,1498
2437,1446,3016
1831,537,1540
1338,195,74
2399,682,1621
2149,84,2506
2117,305,554
1602,1469,765
463,847,608
750,1464,1252
320,550,532
1637,666,782
528,538,3138
1038,883,869
2611,690,442
1973,787,1003
1838,516,1194
506,655,2937
1479,790,1987
224,252,1307
1068,981,561
2031,664,1748
153,391,2437
2621,1157,2048
1679,1275,1057
943,931,3416
1909,67,2820
736,1179,2763
1521,1411,2544
1593,403,2638
1766,378,836
473,1267,1259
2821,550,885
1041,933,3303
2726,106,1021
943,724,3261
1015,1446,3049
1905,402,115
1338,1091,2075
1119,91,761
450,1351,1428
2083,1224,617
1083,564,2157
825,278,762
2486,311,823
1734,1354,1771
1473,217,3096
1052,1115,353
994,1133,1595
443,187,800
2665,1321,1570
2029,1081,2304
1998,376,868
2360,505,919
1177,944,582
846,187,2086
279,835,281
1222,1475,734
50,1440,1782
2636,1285,2735
1143,1463,1154
1033,1002,841
871,1320,1203
1221,300,3277
910,1419,832
1325,800,268
575,890,812
2872,963,2576
2688,19,117
1696,822,1453
2565,772,3116
66,351,2046
1362,871,2577
183,932,211
289,986,2992
1529,1141,1529
2654,1173,1725
2226,1327,1989
2212,261,3500
422,1124,2471
1855,1177,2086
2386,1421,2064
2982,737,366
415,967,1191
1813,498,343
2443,756,2311
166,1153,1278
1646,165,1497
40,884,232
2256,727,2113
504,846,3440
2912,1492,685
2842,779,1638
2180,127,719
2097,648,1551
2279,255,2312
2923,874,3057
1874,1291,2545
104,614,2564
2130,144,3223
1193,1234,2125
2743,677,1750
203,127,576
48,1000,690
810,401,3140
495,1244,1165
597,576,1086
374,1186,424
2877,924,2324
1809,35,753
1507,1142,177
161,335,1763
673,1262,2769
2244,1043,3304
1598,804,2938
2089,1218,2728
919,965,738
1178,748,1571
2743,936,109
2923,900,1327
1481,1296,3212
1320,1081,1921
138,195,260
1798,1263,453
521,1050,213
656,629,2980
2564,409,1550
337,848,2817
66,75,2725
810,587,3078
1882,21,1068
645,363,2446
2952,1375,1042
1499,125,1579
1148,749,108
233,1,2810
875,960,1121
1685,676,2732
1680,938,923
2187,439,2540
1893,744,357
996,524,1387
1848,339,2795
2722,1336,674
904,1418,1471
2842,1130,3181
1930,509,3078
2034,1427,2413
1725,531,1137
720,1017,2829
1144,931,35
1184,1340,909
793,1019,1971
1740,589,2096
735,57,2777
2233,155,2162
2957,1295,1288
1423,494,3308
278,1131,2068
2985,910,8
294,302,1138
2662,148,1360
2217,1351,1556
1604,1423,1881
2647,361,1826
2328,341,3494
606,734,2746
1674,935,2902
2289,665,566
1165,210,1160
2112,1278,449
1347,62,429
1221,898,3165
2257,1321,2340
571,57,3401
1594,1193,2134
1505,1338,1023
653,1300,1351
663,1101,2991
2347,1186,52
113,458,1980
1195,775,102
1218,1168,452
2067,267,3077
2498,1224,2642
2493,20,1441
597,19,2085
2932,57,700
1664,1229,1286
1817,443,3402
1451,1481,3292
2930,64,94
1665,81,1940
2422,431,356
858,33,2069
1941,299,1205
384,1278,743
1541,386,2350
1264,327,2301
2470,167,142
1340,1144,221
2983,363,21
2009,303,1278
2552,1088,1459
1645,1210,1875
824,59,686
2798,776,2375
905,108,3304
35,719,2196
1642,998,3297
2013,339,2030
1139,669,1827
924,1422,858
1331,1182,3329
250,495,262
678,70,357
2813,576,1923
2578,448,3260
2762,413,607
2643,290,50
2182,427,1487
959,399,2292
300,989,3296
1154,92,415
646,1458,818
673,1259,1635
2911,845,337
1962,261,1896
1573,714,2617
2179,65,58
2587,1291,2507
2490,1250,1306
988,1130,681
2355,1104,1672
2975,1098,2015
43,1467,2598
370,1042,149
2902,697,3008
1931,955,3083
1310,1398,344
1958,1408,2702
2861,1455,3027
576,145,1646
2110,1279,633
2819,1447,1377
2892,226,1671
2129,642,2089
1109,417,1100
1822,1090,1939
514,1367,441
1286,1269,417
1846,256,1025
1725,99,542
1883,1449,1919
979,973,3035
1944,391,2029
1010,174,1217
516,279,1625
1339,1490,1672
321,1130,2886
2419,246,1393
320,894,2318
2458,796,3205
2147,908,2806
1504,386,2185
295,1054,3063
1363,841,2944
2693,421,2870
2918,1184,1987
2294,539,1692
1891,407,1692
1928,931,851
1558,1079,493
2974,585,3373
2628,970,2441
169,674,1162
2053,1241,2546
388,136,2048
95,716,587
438,729,3422
613,1314,2535
1498,1452,2227
655,1073,3339
1671,938,1687
2865,311,1187
1113,877,3397
2092,411,924
2602,1347,481
1732,411,2262
1792,857,2162
734,360,1159
2951,1201,2121
313,1136,884
990,437,10
1231,845,1303
2398,668,3137
42,1271,1690
694,671,2577
1663,1262,419
1560,340,1484
1522,1474,2771
600,26,2369
2925,1382,1171
2224,436,509
1868,1401,3031
1530,13,1022
1632,1186,2584
1188,639,86
2523,1287,1538
45,956,1600
1012,1125,2610
754,923,3235
690,753,3227
1571,999,1069
1371,749,232
2007,1265,180
506,758,1406
1130,1147,3437
2412,1170,1094
1053,1466,2986
1104,0,1756
2300,498,2817
2339,780,2996
1214,1475,725
1338,960,307
1510,845,3261
2493,1099,209
2037,119,822
1008,482,2605
601,1329,1854
1865,929,1692
1077,1031,2125
248,733,1395
593,44,3322
1421,1134,749
1513,40,3395
889,937,863
2563,690,1779
1801,183,332
2913,1091,3227
1805,145,2722
561,840,3495
2777,1490,1045
2541,176,570
694,1432,439
2493,1232,1612
61,964,1020
1981,97,2143
2923,1058,3298
2148,1355,2089
390,660,2475
1092,669,1228
1763,373,997
2263,261,410
803,1425,513
289,761,1502
801,690,1491
1742,479,1558
2202,1121,3250
2441,796,1062
2449,136,806
52,829,1781
1398,947,477
2490,1026,2614
1286,1134,591
2299,917,791
2386,115,3248
1885,390,111
2330,775,3
123,1260,2814
1867,775,2533
1277,46,2484
2626,827,1354
2962,172,2475
48,801,2174
2941,1412,503
1390,829,603
1175,175,1886
2972,1058,1309
327,654,635
2270,839,2601
739,264,1546
1494,767,938
1157,1111,1859
2591,146,1296
2804,1202,2600
635,516,3245
1208,46,173
1194,1087,2717
1465,1363,857
2778,150,677
424,615,3459
1474,697,180
2409,1479,2989
2995,864,2665
2874,827,1593
2987,669,270
1633,702,603
1795,1327,3458
2574,356,3324
1061,463,2222
2031,895,540
2549,1020,911
43,1428,798
1274,1162,120
2549,654,2136
1121,896,3323
1781,553,3453
753,24,1228
1216,739,3307
413,1248,2152
2947,808,967
2791,834,75
931,263,2158
370,1220,2705
428,148,2395
2195,232,242
2920,946,987
2242,1111,1156
2729,552,3486
2670,1119,2267
13,1117,1207
2742,121,2815
2844,237,1392
1844,1123,1219
661,1423,3155
433,486,113
1293,150,1855
84,1215,1384
1570,799,3022
1796,1224,466
447,1453,3197
1926,1495,1283
1570,1199,3430
1795,977,3261
2916,1250,167
619,1103,1996
777,1338,1639
2304,807,2937
2738,98,245
1281,244,2596
508,436,3476
790,680,3442
1336,321,444
676,728,70
1997,1419,1181
1436,1361,305
2622,1123,969
858,890,144
1010,1257,571
2866,821,1295
2012,58,552
125,1476,1157
1241,866,3117
95,183,1449
2081,924,131
1377,673,1931
2945,581,898
570,92,1306
157,887,1648
893,864,1168
1342,793,2082
2236,1330,3186
2285,221,721
976,290,2127
2486,954,2714
2170,1312,3302
2924,1006,2321
2227,985,1652
1307,760,1225
1690,1437,1538
445,1367,1823
857,452,1113
1072,1183,2332
2736,1087,524
335,1164,1410
857,611,2277
329,1139,3229
292,496,1284
1045,1201,162
487,516,1676
2061,11,2545
1308,2,243
2708,1182,1517
1812,492,3297
2960,1436,1640
1747,1255,62
2017,141,493
1842,1249,3369
964,199,3191
1088,925,3067
2260,487,1518
699,1492,3284
2367,430,899
2976,645,2784
1428,1451,36
900,89,1168
1040,616,123
398,976,1750
2184,1443,2276
788,97,328
226,431,173
319,334,1374
624,552,1304
2931,959,1998
1646,339,3148
56,938,2039
1110,498,2176
2215,1130,2671
32,688,1306
662,742,3407
1408,874,732
2665,1125,644
265,202,2041
264,1301,639
1013,1351,72
1549,1281,1695
1183,1255,3081
1749,703,3133
221,301,2770
1160,1274,3394
1540,196,2288
1018,183,1208
2696,1347,1544
1455,896,3258
1562,51,2207
2185,135,208
1027,456,2803
174,849,3458
2375,1019,2321
1500,570,1638
1900,827,2869
870,91,3382
2355,736,65
75,164,19
1161,428,757
2223,21,1023
1848,470,497
405,1339,2011
1153,1337,736
1480,290,3151
1277,984,669
1723,709,1067
42,627,12
1468,223,955
1573,1155,1221
599,169,720
376,622,205
533,940,1082
1515,752,2971
1779,1339,1447
922,742,1606
962,1366,3132
2066,958,1694
1313,747,2016
2984,1022,2481
1339,1296,3000
564,1394,1759
167,723,373
2642,780,1964
1961,81,1581
1757,961,326
1525,219,2077
976,896,1696
2477,750,2322
1071,1382,3133
1929,481,1612
609,932,751
761,1337,2951
1265,476,790
445,473,1568
2132,533,2055
1766,1300,2139
2924,1071,2803
650,526,2286
2374,1293,1393
12,1406,916
1600,1145,2624
504,1341,1348
2177,785,3113
1881,1036,1271
531,430,2628
1,953,562
206,448,2909
760,132,2522
1953,300,1695
1106,123,1745
416,44,2337
2667,1304,1283
1743,1402,2018
2590,295,2333
2862,1142,2879
325,140,156
1176,179,1902
283,1399,2930
860,1244,630
1914,1471,1876
2339,32,1844
357,738,2368
741,656,1551
1699,702,2530
1901,1274,287
1971,1165,3244
815,1324,2898
863,1386,3134
2586,83,2135
1127,1100,3159
1289,1467,3413
1296,1225,438
492,444,2793
2421,1486,2032
2209,113,777
138,259,2729
2459,235,313
2324,1285,132
199,1413,1866
2765,122,1158
1053,1390,2691
638,865,1149
1513,288,1448
2369,1460,205
2726,77,58
865,410,211
1342,1301,1068
2042,914,809
1126,677,1939
303,1442,3266
1165,929,3425
2777,687,2530
2296,1395,1129
1848,558,993
2303,1330,3191
1382,700,2093
1823,943,1340
2327,851,799
1539,872,1286
763,714,334
1237,1292,1534
389,1394,1382
1513,425,3420
2266,146,1636
240,873,895
773,807,1403
474,582,279
1837,304,1565
1178,123,3314
169,1026,3154
2855,1485,1234
1976,956,854
615,1297,2237
1492,1449,868
1347,1050,1928
1503,94,887
1879,433,3319
1439,247,153
2071,638,2658
1399,463,2997
1555,979,3257
2721,457,1290
1650,235,2094
1883,704,296
1918,86,401
2623,21,1390
322,360,2394
1681,611,1900
2942,274,1347
2966,1063,3167
986,252,98
831,1198,1279
1717,449,2250
1523,511,3139
135,1260,590
1493,477,3084
2324,2,321
1008,532,2287
1253,876,1783
417,232,1195
1063,943,3023
529,322,1191
701,64,1554
1232,1154,2568
2697,1069,295
812,107,691
774,1463,3089
207,1446,1597
1832,1322,1995
506,1056,2967
2187,1051,2934
2794,1371,2035
2001,550,46
2079,313,1128
1853,816,806
2128,389,983
831,159,1029
2930,1109,2279
1756,1423,2002
1976,85,2601
229,611,1242
2642,1484,2156
2831,502,2545
656,1496,1638
1498,411,111
207,640,418
1281,620,382
659,1392,1413
1470,1122,2117
981,972,1824
495,693,1737
2565,335,2176
2292,265,1258
758,635,1383
1551,953,1805
1549,528,2201
2280,93,3264
65,533,2541
23,1380,2823
1417,1103,2234
2439,1306,989
1078,474,922
1863,993,2577
636,1463,1359
2452,103,3151
2889,321,232
1622,1138,1119
958,849,2769
1293,765,1847
1698,1057,738
758,855,380
650,279,1430
1199,1108,1465
2077,309,1241
2986,1057,580
1357,1443,508
2477,30,194
2557,535,3343
2644,257,2505
802,584,3048
2840,1417,2007
1651,450,3282
197,429,661
2510,1040,1638
417,654,292
1861,284,1470
331,489,452
2504,593,835
2701,1020,2672
838,438,1529
2146,1303,781
282,788,540
2487,1042,2013
2720,603,2508
135,442,3149
495,87,3448
489,1366,2625
2617,905,281
1357,591,2808
1577,892,1825
1449,924,283
2310,930,1676
2573,588,3383
2309,362,215
2281,55,2443
2258,502,913
1431,42,960
2539,964,499
284,411,2057
2831,1362,2017
2917,699,2109
154,723,2005
2847,767,1522
1194,452,1742
2868,1119,1899
1592,599,395
1770,1008,1075
1732,620,1565
