grocery,food,other
1704,210,2160
319,1246,2267
1564,784,911
2578,760,1001
2584,372,257
2939,1231,1644
1944,282,592
937,1164,336
284,1151,2602
2653,363,1237
541,131,716
2291,774,3276
1569,1277,1957
2404,1004,375
2335,1141,1110
2584,595,873
932,1432,1544
2151,1417,1069
542,975,2335
2980,174,1350
788,800,2291
1843,1017,3453
229,1444,2308
1445,416,2119
175,139,1714
1479,1241,2485
2389,663,2297
1082,67,766
2418,189,2601
843,448,1941
562,850,353
1136,1308,2736
1125,249,106
2715,1255,963
2418,1421,2909
1813,561,43
2132,183,347
1552,973,1855
2321,1126,2402
2572,1386,41
748,1299,1528
1763,648,3129
2906,847,2382
2780,1224,3383
1506,1241,2826
1520,759,2908
1201,731,509
11,1436,1699
2864,1129,3142
2894,303,39
918,607,2284
1908,1294,3372
560,203,3024
2032,630,966
511,102,401
421,335,2037
2393,1263,320
1147,1018,3360
2699,427,123
1789,852,1896
1823,1098,394
1964,607,852
676,61,1809
1294,1,1333
2033,1404,2705
2358,7,2013
1529,731,1227
1512,581,1403
115,84,2611
933,1090,928
2984,1284,3163
1797,1363,2522
758,106,818
1047,1192,1152
2709,1468,691
1527,367,1565
1777,24,3147
155,1217,677
303,1210,681
564,195,322
100,128,206
1214,964,1642
1090,1482,3124
2145,1292,3307
402,1295,278
561,963,2207
2758,950,1966
1863,40,2030
2540,1258,1605
1383,108,1173
2394,847,2597
1161,262,1848
834,1275,286
2878,1210,2862
2477,1231,70
2935,164,1820
1109,278,1796
1018,1114,1166
2699,538,293
2063,963,1653
1271,455,1979
231,1112,1953
1730,254,2301
16,62,993
2001,580,3291
1109,183,2090
965,229,759
634,1467,1610
1633,608,2854
553,140,2391
1236,19,965
2347,1237,1624
1049,59,1315
391,719,2779
2070,480,3051
2152,55,2265
2643,259,1718
2633,739,2237
975,275,484
1174,1280,2886
680,385,2983
2938,1419,773
144,330,66
1804,537,1476
754,600,1560
1605,730,512
247,293,2565
2214,1141,2775
460,1398,3465
919,1393,936
745,563,2569
2418,1075,1705
2080,547,2917
2778,620,141
863,852,19
383,637,1696
2331,1357,2115
470,1118,167
391,702,2039
491,1,2240
2835,691,2513
1463,440,3479
2286,741,1854
1129,780,153
2794,355,2524
1118,751,3046
1174,340,1149
178,1179,1337
2545,20,1494
2992,832,3304
1022,241,2565
2594,1317,1479
348,944,1304
2867,16,868
2072,1039,1540
2515,263,516
2087,1144,866
2134,628,1182
2987,1262,1019
1937,1034,3340
1194,357,1069
509,1500,526
2627,1237,819
1730,419,426
1107,734,1148
763,756,13
1895,1344,1506
1875,618,2471
1777,961,1153
381,514,1719
2467,195,3151
84,1373,1394
1781,813,1023
1839,987,2844
1463,202,3110
961,713,2283
468,299,98
771,819,2059
557,1277,2849
987,578,267
2783,318,1522
378,724,2954
1617,1117,2877
1622,1340,198
1253,1474,1981
390,621,2451
1130,1073,2696
589,132,1944
1981,410,973
1912,1442,2473
1734,805,2732
1919,1459,101
1906,472,3175
143,1281,3486
1876,623,200
2775,213,2977
1376,215,3133
521,733,2002
2006,687,76
50,1289,819
1399,383,3223
578,759,134
2361,502,1616
1062,1035,614
1256,1433,2911
2350,226,3394
2633,1408,2308
2434,774,2156
2479,1344,731
2632,1261,133
712,794,1396
2163,1475,1644
1231,607,259
2050,812,3464
150,1028,3142
664,1323,2381
2822,1124,2009
721,1174,745
2376,1017,2005
1802,1201,2475
116,770,506
63,389,2379
1184,1391,2390
425,734,1529
1936,953,2624
443,267,187
2240,745,1528
1226,630,1204
2414,1405,511
717,729,273
669,841,2605
564,697,625
1507,529,1673
2706,1375,470
387,635,622
593,544,344
213,1375,89
835,788,1750
1494,285,3465
204,809,3266
1522,1349,1887
2052,339,1317
2753,1321,3213
2739,29,2287
1393,1244,708
1882,345,3342
2857,478,1714
2863,649,1921
2914,872,2107
308,157,140
2363,974,298
2820,1122,3151
1052,1417,655
311,1019,2471
2052,830,2246
2367,345,326
1025,1423,2280
849,392,1149
928,53,404
2447,1283,621
1960,271,466
1463,450,3432
2241,1350,3032
776,278,1144
6,127,1573
1296,542,3116
494,658,1549
490,17,2899
1324,1302,1957
73,316,3153
1046,41,1054
2265,131,1448
2713,48,3317
772,246,980
2002,1248,1196
58,116,1437
845,943,2794
431,55,2581
583,1351,953
1450,1234,281
1142,390,232
2845,635,2084
848,638,473
679,1476,2656
2414,1320,2087
2797,431,1696
2090,562,812
482,3,2138
5,209,3053
2797,654,218
1878,475,525
2286,622,2605
145,879,1602
2868,679,2057
1689,1040,2070
2815,65,304
370,738,1893
1559,1365,2687
294,343,2391
154,262,2152
2118,485,1991
41,348,1488
1296,745,2413
2308,60,569
2586,1492,2422
2421,920,2925
2065,819,606
2247,731,1395
2133,803,1531
1890,905,2583
1470,1495,154
2212,96,88
2439,490,1088
187,1002,2296
672,916,463
1413,526,2837
2312,1467,2779
2142,839,1933
15,772,555
2808,1370,2035
1658,610,1675
2344,129,2475
1984,747,2218
2735,356,197
784,169,1521
2297,495,355
2119,462,3179
2788,912,2821
1834,369,2391
347,1356,2665
2798,942,915
608,242,364
953,887,1498
690,120,808
729,158,1517
1293,1404,2628
2178,1440,1127
700,908,2368
2631,1432,1036
860,906,3071
2042,992,932
1830,626,172
1916,1133,1297
1885,326,802
1622,658,2016
2383,927,186
2270,443,2625
55,218,3414
2081,302,553
1099,1051,1458
1934,945,2622
1287,1493,3470
851,1373,1992
1752,678,686
2791,601,1967
141,341,1180
2385,735,1748
2757,431,278
2590,1037,636
2149,288,255
2893,889,2579
804,773,1662
2260,1248,2874
1756,470,3283
1298,622,1026
1379,703,2252
2776,0,486
619,1025,1077
1928,1335,2286
650,1214,6
1157,1382,2682
1729,736,1899
1399,872,2217
646,1354,3362
1357,223,135
2581,427,2114
2284,687,1051
1512,732,2336
2875,730,3488
817,570,3365
1195,671,2964
1343,399,3179
2531,1207,2753
777,82,998
1500,967,1022
1455,533,1142
1346,200,1351
955,883,3292
2192,446,683
1599,392,1532
1676,1082,1001
1092,1240,845
804,1452,1802
1918,411,2140
1349,46,2264
332,62,1577
1732,1344,1960
581,214,3176
1490,264,1199
975,1226,2986
202,573,347
2415,918,1655
775,457,3362
2738,277,1241
2261,1073,2060
664,727,2766
2844,1433,2759
1427,804,1942
1252,920,2719
1747,466,1032
644,1352,2756
1876,1404,3322
358,1457,1088
2090,23,647
2029,572,2719
1900,688,3026
1081,330,2366
2702,1091,1149
1841,848,2145
2164,607,264
2984,1395,1767
500,1017,943
2617,789,993
469,1052,1906
505,417,539
1118,580,3488
2176,712,553
1415,718,1366
1771,127,2943
639,627,76
1403,34,3155
1036,1479,2568
1687,871,3058
538,929,3072
878,115,2845
336,1277,2889
1959,600,403
1569,795,2028
136,72,2499
78,845,1983
2845,1343,3390
1857,927,3316
2940,461,317
2284,671,249
1724,411,384
1441,908,2250
394,102,114
1885,1452,1022
605,256,1892
1176,770,1865
1550,1331,1887
619,993,1898
547,736,2341
2658,1454,255
269,1243,2586
1783,1296,1081
1450,234,247
434,1296,3234
1312,1382,616
2554,1350,2558
1943,1358,3453
286,1184,695
2666,57,3410
318,249,2553
327,1157,1911
948,707,1773
1695,1253,337
22,242,1452
696,1045,3258
680,1267,338
2642,975,2096
824,847,3281
1956,687,110
1117,929,3240
1326,129,727
472,963,3474
2302,801,3424
786,624,495
716,1048,506
181,863,3399
1974,756,2494
1146,80,3081
588,1138,3416
2268,1286,3417
472,1022,1301
2578,376,3185
784,637,202
820,427,1579
2960,331,2834
949,692,180
1406,1102,598
2080,484,1267
1069,1104,3469
1719,615,1007
2389,1035,235
2748,65,1672
1666,1174,2616
1751,87,3348
2045,1220,931
1021,167,1686
70,524,3366
2833,748,493
2349,61,1283
1859,1376,672
2404,29,2040
2589,1120,3249
2670,382,614
642,1250,1190
2607,779,1201
8,1222,3473
234,367,6
1271,443,552
2743,746,1412
1954,912,2360
2802,387,3086
2416,1107,2948
1425,265,2483
1325,1488,3434
2634,1267,3462
270,873,2432
435,1471,2014
262,185,3270
1188,1318,2703
1728,1432,1831
1195,520,2205
2352,1403,1200
2826,1432,3239
229,95,385
390,673,1965
2704,1304,1713
222,778,139
1668,67,119
2958,828,1962
1764,571,2941
785,982,3117
257,1251,710
2528,1333,3130
720,1109,2492
1928,36,371
2016,267,2414
2234,709,2037
1230,896,2529
2562,989,1916
285,804,2880
1891,1020,3120
1200,2,25
2018,1078,2267
1235,559,1307
739,6,2425
790,934,1538
1085,655,2313
2287,1326,2230
2468,124,2764
2779,1351,2873
899,454,2647
2021,509,1373
516,625,1277
1606,1441,1627
2112,852,1122
1779,82,2957
1972,260,3343
1026,8,1493
2284,656,2080
2527,824,1513
1476,1174,1434
2553,957,1514
1902,1434,3479
2666,1318,892
2217,1167,2402
2073,642,1107
2675,27,490
2212,1096,1896
218,1057,2005
28,1384,2274
2075,1157,2882
2701,850,1432
1253,119,2566
2903,1255,2428
2338,261,1035
1240,362,1324
659,548,2285
1891,262,439
358,919,1458
2273,320,2863
979,397,464
112,881,181
526,1033,2895
2072,244,1133
926,927,909
1900,602,3042
2487,601,3072
1142,444,2960
2516,1470,207
1651,1219,2487
232,1193,533
1317,351,3011
1616,1070,3496
227,197,1438
1004,1488,1265
1646,1362,1626
1781,1065,1625
929,826,1883
2914,1086,2267
1261,677,1643
2729,1132,370
1158,253,424
2376,531,2992
1563,818,1418
2396,300,3197
771,1146,1324
2223,1442,3332
1824,126,1634
617,1274,2088
2713,303,3035
2881,896,1136
2462,731,1782
933,468,1228
2713,1178,2291
566,1056,419
1773,1262,32
353,876,2928
2866,675,2662
883,146,2398
1070,4,819
532,1404,748
2703,754,3344
2242,86,2852
2025,602,1279
1031,628,2892
1238,403,95
2743,1016,3437
2172,533,2315
539,1298,3164
943,1057,1036
2814,1312,2874
477,1406,3259
2355,1453,400
2246,1346,3072
1510,1308,3076
171,684,328
2079,645,1938
1217,527,133
2660,573,3017
1439,922,1545
2464,65,2896
1108,106,3109
2136,233,2332
1254,688,2329
915,1496,2999
1161,116,570
1539,1400,890
1704,532,2423
2034,237,2771
913,681,246
524,629,3167
626,455,1938
2387,146,2335
1142,1363,2876
1910,593,2734
2319,571,1233
408,1489,3269
882,846,2508
1505,621,1196
1771,1277,2363
2068,415,1114
1837,94,2923
1054,613,619
2554,16,3047
388,84,68
1095,676,2008
1790,801,456
2880,1290,1867
1446,275,1707
1203,1234,1937
28,665,2502
1241,1183,1276
2070,422,1699
2736,285,2840
1278,733,1923
2598,135,522
2145,629,135
755,690,1362
681,751,899
1540,575,81
1525,917,1489
2116,12,2249
2530,113,1943
2403,266,2037
368,1446,2741
660,349,3334
1832,949,3447
672,1195,169
290,488,1144
2632,130,1212
2159,1453,1211
1347,250,2912
1752,254,3227
2405,459,3345
129,584,2783
1741,380,3105
74,250,2187
2362,885,6
1616,742,2770
1355,1161,2692
153,1253,2027
2129,573,1958
460,597,353
2846,534,355
801,1014,1702
2259,741,2127
1896,203,669
2220,1222,2984
333,1229,2101
486,1215,3127
1291,733,291
557,952,909
2654,1152,1236
2149,1030,2287
876,386,462
2283,267,124
255,856,2484
2287,469,2744
182,249,856
1987,1035,2480
1621,1384,3276
229,769,1265
477,505,2229
2760,1235,3416
2120,1089,2788
173,425,2425
2248,710,2517
1974,67,3157
454,959,3085
1220,1473,114
1520,51,2348
203,83,1326
316,63,2492
2513,1438,740
703,588,509
1233,1074,454
1487,230,990
2366,1069,1657
416,1151,2202
2259,592,659
2823,684,809
159,49,753
1059,1346,661
2885,434,1020
1212,275,3079
1843,1121,1766
1233,575,3235
1480,252,1998
1808,116,1227
2179,330,2383
1444,263,2861
272,1183,486
2538,633,1473
232,137,2754
300,1143,698
622,411,1093
2100,909,2525
1980,730,372
769,431,2382
2512,1451,3310
774,404,486
1964,498,595
2649,1303,2207
2992,423,2581
571,579,2073
937,581,905
2818,1275,1539
1182,1372,2372
2266,1470,1298
732,698,1843
2443,812,3386
836,94,2167
2607,783,972
572,905,2436
1980,868,1406
923,574,1660
594,1083,1672
1834,191,1117
1716,1220,2376
333,219,1619
63,421,3456
1501,1476,601
402,525,2468
1590,360,3158
2464,1204,1652
1496,48,189
2106,714,977
1623,107,3208
414,38,455
617,527,1417
2359,488,2034
1182,1097,1389
2396,1058,1473
2914,383,2794
1249,960,2224
2124,1307,2711
2072,1204,343
1618,1123,849
2710,1036,1426
265,1163,1890
438,709,1331
327,796,282
1911,330,2533
839,553,390
2488,729,2509
688,1495,2293
988,4,353
745,1326,2393
2968,48,1363
192,73,1165
2157,60,567
2492,933,2800
316,91,369
2,535,1332
2764,450,2914
2789,844,1225
1623,656,2820
307,1189,1959
2282,59,28
1829,564,97
1327,647,3363
1164,179,2835
2495,916,681
2799,249,1988
1352,42,3044
1101,355,974
1608,970,3346
335,885,1213
1917,1137,1166
1007,348,2380
551,1451,3072
1593,673,2366
1873,845,773
2989,149,2163
634,572,1799
1223,438,1804
410,384,2926
622,1337,2418
1366,29,1790
624,1214,358
648,995,533
2204,1466,1189
2662,451,734
1730,783,1952
2116,278,194
2507,624,244
678,1431,2923
1554,317,939
2565,442,1550
2525,1315,762
608,1082,1054
1421,579,515
1805,686,2607
2295,297,1178
2460,982,2995
1163,474,2885
1837,1216,3403
2878,300,3126
1663,911,2150
1382,1039,1522
749,1134,2423
2651,973,2870
2757,1255,2786
1837,253,682
2276,664,522
2178,539,560
173,478,2556
1951,1458,2554
2906,715,2216
1759,1374,1984
2495,1222,875
2769,1037,1079
1880,1475,1862
2627,1372,115
2566,11,3109
480,1070,1781
209,201,1278
2155,1392,1355
2971,309,2101
1096,775,116
1972,525,803
945,1080,1008
65,999,2845
1860,1402,2231
1016,184,1592
2110,1083,1536
2856,1176,2333
1361,519,699
52,122,61
1944,1226,1653
1224,497,3049
939,656,1308
2842,414,1299
165,256,449
2942,277,137
1705,41,2247
184,926,2832
2710,901,2337
2304,494,1001
1828,647,1834
2832,1393,791
2163,1248,3351
2701,989,2583
2188,527,560
872,645,1752
1455,1081,2154
1388,434,1534
2421,460,182
1437,567,2320
170,462,2972
1967,84,1430
2430,1345,2724
775,566,1430
1829,108,1643
2985,345,143
2415,10,853
1806,1189,1631
802,667,2487
168,970,2728
2128,164,1104
1282,797,2130
1643,839,1260
2352,1167,3467
1538,152,746
1148,428,3034
12,311,3146
2788,1293,2201
2908,1342,2544
1460,330,449
888,784,2365
2889,1182,7
2957,1269,257
732,368,174
2581,865,2513
2211,1182,2592
1475,810,3471
2222,1045,3215
2786,392,1398
1180,475,310
1092,1434,3224
1293,811,3265
215,997,415
2378,691,2020
1518,419,1866
1584,734,3430
550,676,557
2201,208,2078
114,1134,2005
776,864,2732
863,790,1621
1712,1203,1996
480,1431,2222
457,246,1497
1428,1219,1704
2268,61,309
311,944,2450
1144,72,1373
977,547,2800
852,686,1179
307,126,1409
1867,776,216
1174,1030,2672
483,229,994
2960,590,1017
659,1117,3319
231,874,2519
717,1087,1215
2841,622,601
1548,532,108
2515,503,2567
1692,201,1780
1401,430,2102
792,12,2301
2157,228,1066
1693,1311,390
872,104,407
1962,79,2038
2212,88,2723
2616,912,1268
520,1295,661
2783,1418,2830
1734,1124,1010
2756,1075,1794
2786,519,2792
1818,42,794
1195,441,1434
796,345,2651
1999,747,2763
2333,365,2061
1632,1367,352
2068,565,87
48,1440,232
2786,862,1129
1251,172,2903
808,852,1294
1702,1387,1352
1224,810,2396
876,1459,2418
1087,1488,3266
1927,753,2505
2426,542,950
1177,655,13
1656,1004,3140
614,1283,2313
2977,830,1480
1098,1206,944
1900,1051,1570
2617,246,34
1751,154,2678
2535,350,3054
1915,903,928
733,117,1324
1230,1408,2307
417,847,3096
2017,812,310
1415,661,2122
1494,806,1423
1373,82,405
1157,844,2162
1586,1041,2978
2635,355,3147
845,1048,1098
947,624,1212
2839,198,3453
336,678,1185
2324,529,2255
106,23,2139
999,1010,860
1450,1241,78
931,13,2487
2249,1447,897
1506,1500,1612
372,769,1742
839,1065,731
2662,508,627
41,1059,497
798,1111,382
102,209,2553
362,939,746
1987,960,2533
547,1070,1765
1887,638,2044
1500,427,999
1743,89,3114
612,759,327
978,1131,2283
1847,1191,2125
1381,842,1472
216,640,134
1375,1210,1775
778,464,2019
1922,207,3076
2116,1363,2550
1198,93,3356
988,1014,47
2851,1462,782
858,383,3044
606,662,852
442,131,1817
435,1298,636
484,979,1380
1499,1385,1360
415,973,2880
1555,279,2155
1577,1004,2649
658,1130,1990
1239,102,2031
2724,303,2697
2902,256,751
565,1233,2955
695,46,297
272,845,2121
2214,1254,900
88,1066,2561
2024,616,737
1048,52,3028
1195,1053,3247
268,914,3227
2049,1380,1927
2693,968,2248
1180,480,1701
2104,687,403
2311,1082,2765
869,55,2132
2066,407,543
193,995,2447
2633,624,767
1246,1056,3472
1226,748,2619
472,458,591
216,479,3121
1784,806,1537
919,828,2754
2481,62,2707
931,1028,2457
1471,837,1581
2266,485,3494
693,211,3082
1720,49,2147
2618,1079,2781
112,599,1480
2013,406,564
1609,537,1669
2027,1077,1374
1943,745,1005
1559,394,857
2437,711,369
731,171,89
2980,763,933
1441,1112,2206
691,12,2847
418,1215,2043
511,1339,2566
1671,706,1119
2119,728,3024
141,1239,1928
263,971,447
1482,933,1026
1921,809,379
811,901,200
1148,276,491
873,15,1330
1228,1211,1264
341,296,289
710,1494,2736
1292,1456,39
1498,1127,2923
2931,801,3407
2988,957,835
932,1390,1046
279,476,2440
1072,703,1291
314,227,2764
808,88,1235
602,73,3149
978,552,2799
1638,175,712
297,399,195
1348,186,2644
1615,1449,122
2691,1491,1499
601,222,1430
336,803,1318
2871,352,415
1466,419,923
2072,24,195
2286,1438,710
1959,1166,1551
581,346,3140
2790,1414,2410
2333,675,98
2590,838,1991
1044,460,1251
1579,1269,203
1415,832,2965
1913,1406,3326
1454,898,2351
1895,42,318
1255,941,2316
1375,918,2361
1246,458,1037
333,1313,380
2673,1320,2467
972,125,2211
1077,1213,32
2728,1336,1055
2749,398,125
1088,784,891
847,1127,180
758,415,2499
1604,1269,1250
227,1166,2813
2827,1347,1450
2378,1063,2117
2436,1194,1053
1425,1498,2255
2471,638,3137
1653,238,1158
1449,244,1877
1469,1240,96
780,856,2927
937,590,1856
2453,289,741
1426,1472,2242
558,919,653
1459,1334,1654
622,1463,1424
2356,1465,1897
1796,179,2500
1534,873,2239
2086,1279,719
1055,1008,57
663,1270,973
1261,1126,388
2243,949,2791
942,997,1884
78,1021,2380
1099,1310,938
210,1348,1755
1763,1158,64
2195,1006,1833
408,1212,3139
1900,820,2546
1640,691,2826
2263,958,2880
2377,396,586
110,675,456
1051,734,243
2213,691,383
935,104,687
1300,550,271
2952,1076,1893
379,936,3155
2024,997,1649
208,498,717
2711,421,1926
827,413,2889
559,868,2086
1775,616,1356
435,1319,320
1651,248,2752
2233,248,469
85,205,3313
2433,1077,392
2346,1256,3411
1640,700,1025
1912,239,2517
879,623,2818
1676,505,1289
1307,699,1683
2511,1359,2206
2160,1185,1574
2769,721,965
788,1362,3135
2156,661,2296
2891,439,1706
1161,594,2355
2681,993,944
804,568,632
2833,1002,1613
1129,1266,1829
136,605,387
1339,1482,95
669,1258,580
2288,381,3084
31,1121,70
2688,1277,1043
2029,326,510
288,1178,542
1002,1434,2289
1698,1215,73
1557,548,1777
2606,5,2703
88,997,2873
1534,461,2748
1434,1177,614
1156,1159,1129
2177,906,1270
214,529,1152
8,283,2192
1859,1089,2918
2828,1357,85
2112,706,3321
655,725,3194
2296,1076,492
2299,430,1423
1047,351,2579
1746,1440,881
2031,613,120
258,546,2161
1020,1060,3165
2405,37,1262
336,630,1317
2832,382,2145
1509,26,194
1949,797,2342
2714,168,1994
2583,636,1389
2841,1356,1607
2380,1218,1933
2011,1179,2538
1999,1189,1487
1310,871,1501
1379,1201,1277
2308,662,1877
308,1090,2159
2058,310,507
2917,893,581
1927,491,3184
2304,35,1656
2894,1469,1613
858,307,2438
2290,96,1475
2210,609,4
434,1447,2103
2755,289,36
186,1188,2071
1656,1201,3275
1464,888,488
2684,743,1685
229,597,165
443,1092,854
2452,1476,2720
1680,1426,1285
861,743,1681
530,346,605
112,210,1431
1653,1256,1947
903,164,2507
2490,238,3345
1863,1238,842
568,132,2137
2186,683,2294
248,788,1619
1240,1395,570
2576,1407,1963
2663,1447,279
1152,202,1167
2325,1466,537
936,196,2165
2055,684,770
2609,657,171
853,43,3363
1947,753,3141
2533,62,1527
2017,450,2425
2978,1396,1472
2948,331,499
342,836,2321
2561,7,2236
2185,1458,2864
1406,489,1913
874,750,1575
1090,1116,1962
2686,1036,1960
42,325,740
1380,1428,1029
429,491,1819
729,1038,1797
1096,1290,2148
503,533,855
2791,842,1674
2591,916,2997
1769,670,146
2634,344,2482
1169,85,1560
2350,1257,1555
2356,794,1914
33,622,837
2002,64,3331
2677,625,1196
2384,160,1654
1815,457,1574
1695,1202,2787
2629,1139,1371
1003,596,1086
1098,953,2491
2334,482,2130
766,1074,3200
2495,1395,2028
2426,36,1975
1570,1024,1312
791,168,276
1424,901,541
194,822,2345
2286,366,1313
1634,1346,619
57,1056,1654
2617,11,3234
820,1355,1417
1179,601,535
401,1146,635
493,849,383
889,949,1413
2333,855,1941
1227,746,3498
1407,551,289
1235,1257,2232
2707,459,768
2300,841,2842
2075,458,815
83,1210,992
2920,505,2871
2540,185,2332
1903,215,84
900,459,1160
1238,1091,2118
2240,464,2183
2795,1245,1066
513,1219,2356
2817,327,1726
2386,19,810
1964,1162,1078
822,1467,1299
1364,708,1266
829,172,3367
2377,257,858
1657,216,2256
1134,295,415
2603,931,2490
1103,1125,1865
2694,337,1215
1571,1025,1384
2106,125,1972
2061,724,2539
32,591,2856
1244,456,1249
1281,537,2656
2382,258,135
1532,375,557
225,720,2940
1577,643,455
200,1367,2626
548,1135,709
2062,488,1362
35,264,3465
616,1326,2612
423,204,167
1630,796,1114
1019,398,248
2596,791,2641
1009,887,3392
31,7,3500
2026,1062,1674
2907,988,1738
1515,1454,1774
1025,1257,809
2310,849,1550
1989,807,876
547,1477,659
242,230,1134
1532,1455,3233
459,479,408
363,892,2430
1054,1368,1127
2977,452,2587
75,808,930
1437,521,2467
515,339,2186
1631,29,136
2333,63,977
622,249,1802
1254,304,2640
2859,421,2711
2786,1189,1121
2996,1431,1021
2711,516,481
426,333,259
1428,1057,742
2788,480,3496
715,119,1459
1033,854,2688
1300,878,2219
2186,538,456
1060,38,1565
1774,950,86
1232,643,960
2682,1262,2634
2787,434,1042
1730,21,1012
167,273,380
2993,239,573
2601,407,2034
2783,82,2892
311,96,2004
899,330,2331
1478,1134,851
813,1448,3486
1941,1313,1578
2257,1163,86
2816,1357,3414
2184,63,2786
992,1298,1204
1499,1034,2805
2887,657,2163
2440,684,1046
2360,126,2297
2928,428,1499
832,533,1221
2213,334,1906
2975,968,920
2434,960,176
507,1313,966
1248,783,2838
817,169,3341
2434,1374,3232
2489,1496,2016
1424,390,2470
438,1294,2856
1444,737,2974
368,234,1256
1292,613,3030
1183,1369,2214
877,967,820
1560,28,2251
1472,1187,2917
2760,943,2874
79,742,968
732,660,152
1833,909,2675
2531,1269,264
2076,168,3469
8,488,2935
2397,137,1234
1768,997,2689
2931,73,1281
666,634,984
845,1102,2257
2466,507,480
757,682,3330
2051,1347,268
1742,645,148
2638,1264,305
2017,483,691
891,273,2601
986,1444,14
919,327,1252
2982,1315,86
195,169,2393
2967,352,269
1897,246,1187
1578,457,1909
1905,649,1635
2391,1263,3147
1048,1089,1357
1325,639,2822
432,920,1327
1169,775,2218
2984,1219,1630
605,1433,1813
2830,1083,3424
621,970,2495
1462,1241,2246
983,989,1429
8,219,2173
1025,254,1228
2267,921,2464
6,343,551
1066,467,2300
523,722,1935
1188,813,3111
499,1031,1796
225,290,2006
390,390,2114
2983,332,643
2973,715,2540
1811,1259,2603
2896,492,1292
2820,334,2325
1588,277,575
1132,468,544
2676,539,3092
1769,1047,647
939,762,815
1634,1476,220
657,1376,3062
165,1185,3160
106,386,205
1095,1217,1143
2579,1113,90
960,1328,767
541,292,960
800,704,2109
456,455,1808
1173,1067,1307
918,1048,960
417,315,3149
651,340,815
2716,148,3347
2918,1244,778
2639,1395,1419
2047,129,2040
843,412,1352
2387,417,1272
908,99,2336
1054,845,127
96,1414,1579
109,1300,2467
457,1166,67
2677,327,364
2076,479,2089
1857,1247,2002
86,418,1407
2615,683,2149
2194,491,599
2716,1175,177
2390,1102,2239
2615,218,48
771,702,3259
544,991,3090
909,893,983
2859,457,2544
1018,1416,1698
766,62,1008
2612,1447,3137
394,138,3168
2828,1377,3387
355,636,1781
2147,973,2224
95,168,1294
1893,1277,2940
1658,1375,2940
2669,75,1305
647,277,2338
1631,1029,540
2179,415,94
2124,895,1927
2221,1301,765
1801,948,3003
2345,977,3134
2978,919,2947
751,953,1060
1484,291,3445
484,612,2002
618,740,3054
2713,248,1985
2572,551,2019
1438,1014,2715
1015,1401,3475
1909,648,1536
1367,1486,1391
831,338,2804
1771,840,304
2865,1492,1388
1437,1169,2585
2974,33,827
2961,362,2655
1678,1086,2552
204,1465,3500
553,288,612
264,921,1842
2869,489,124
399,364,1825
933,1447,270
2969,1468,3441
53,1129,2973
1411,1321,2539
2539,1110,187
1691,587,166
2597,1184,1736
964,604,3196
63,765,234
942,1192,2144
2096,758,1813
2465,673,1309
90,484,1062
1125,1473,583
1718,1262,1539
765,441,2039
2996,1218,461
649,1439,3202
1443,1235,3005
1473,501,2940
2550,1079,1687
503,1310,1988
2016,207,1027
1451,1079,3159
650,1371,3076
697,784,455
2410,127,1185
147,216,1096
35,230,3500
2712,1261,2756
1955,1248,59
1377,323,1338
2068,1241,2306
141,416,1965
2800,18,1306
2167,328,3495
2798,700,2200
2052,964,3442
872,1087,2783
2195,1017,743
379,320,2690
285,627,1655
839,1290,1152
2758,335,802
2110,1367,3190
1641,15,1868
1671,1099,2508
87,856,957
582,1223,3228
2662,551,2119
2426,790,718
279,395,872
2844,645,1686
1294,1004,3090
594,1499,2209
377,87,1275
740,737,523
2891,49,1986
2563,177,3164
1155,550,999
933,880,2585
1114,1181,173
560,1370,710
2728,163,1924
9,1476,3053
2304,821,842
474,1235,1087
2060,785,1658
1964,1409,1265
1093,573,2066
1319,1238,262
718,1468,2441
2978,34,1230
1690,1285,1563
2598,1197,55
1926,878,533
2535,894,3347
1058,1255,361
2497,271,1456
2958,716,2295
2377,239,2300
1541,255,2410
1988,215,762
2908,1220,2341
1655,1496,1370
1145,115,940
1177,1230,2523
95,989,1729
1319,1083,2643
1770,1459,1825
2233,829,1320
1045,1064,3097
229,1308,2434
346,198,3066
2210,1346,2493
1746,724,406
1541,166,285
1597,317,1710
794,1337,1557
1148,418,2883
179,922,269
1829,12,3350
2857,717,1564
2069,436,2110
2056,130,1791
859,199,342
2840,1062,1955
1567,897,2408
649,1131,1390
1902,672,1927
292,965,2449
2697,576,1357
762,1408,1083
217,1235,2602
780,334,2594
1260,137,798
2454,1451,2322
2021,908,2249
1868,678,969
948,379,1864
1747,1004,2130
701,532,2062
2532,584,68
2739,840,1085
107,217,436
1668,1153,732
2875,231,595
1275,1114,2104
360,1193,1438
633,185,2802
2609,1126,1849
1197,614,289
117,1144,1358
918,148,525
2701,278,1922
284,558,1746
2219,689,1171
2891,591,1545
2229,1073,3184
2726,190,2139
2091,482,3402
703,464,3278
1149,480,3403
354,1361,2074
296,1164,1182
1033,871,2743
2773,90,1588
287,1266,824
1176,396,374
2630,689,736
18,1455,824
2095,668,15
2066,1427,848
932,234,3459
2076,331,490
1478,1308,1305
271,280,3352
1803,446,3046
2678,985,2738
1118,170,2048
750,261,3123
367,577,3096
824,590,3116
2124,389,1023
2362,832,1119
1991,186,1054
760,534,3224
1708,526,1443
2523,817,162
621,149,3067
1581,283,2842
702,387,8
596,1386,242
